Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Etiqueta de entrega,Entrega compilada:Fecha de entrega,Entrega compilada:Open Contracting ID,compiledRelease/publishedDate,Entrega compilada:Tipo de inicio,Entrega compilada:Comprador:ID de Organización,Entrega compilada:Comprador:Nombre de la Organización,Entrega compilada:Planeación:Presupuesto:Fuente del Presupuesto,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Título de la licitación,Entrega compilada:Licitación:Descripción de la licitación,Entrega compilada:Licitación:Entidad contratante:ID de Organización,Entrega compilada:Licitación:Entidad contratante:Nombre de la Organización,compiledRelease/tender/datePublished,Entrega compilada:Licitación:Método de contratación,Entrega compilada:Licitación:Detalles del método de contratación,Entrega compilada:Licitación:Categoría principal de contratación,Entrega compilada:Licitación:Categorías adicionales de contratación,Entrega compilada:Licitación:Valor:Monto,Entrega compilada:Licitación:Valor:Moneda,Entrega compilada:Licitación:Valor:Nombre de Moneda,compiledRelease/tender/value/amount_PEN,Entrega compilada:Licitación:Periodo de licitación:Fecha de inicio,Entrega compilada:Licitación:Periodo de licitación:Fecha de fin,Entrega compilada:Licitación:Número de licitantes,Entrega compilada:Licitación:Información Protegida,Entrega compilada:Segmentación:ID,Entrega compilada:Segmentación:Criterio,Entrega compilada:Planeación:Presupuesto:Monto:Monto,Entrega compilada:Planeación:Presupuesto:Monto:Moneda,Entrega compilada:Planeación:Presupuesto:Monto:Nombre de Moneda,Entrega compilada:Licitación:Periodo de consulta:Fecha de inicio,Entrega compilada:Licitación:Periodo de consulta:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Duración (días),Entrega compilada:Planeación:Presupuesto:Título del Proyecto,Entrega compilada:Planeación:Presupuesto:Identificador de proyecto,mes_origen
ocds-dgv273-seacev3-1184392,ocds-dgv273-seacev3-1184392-2026-02-08T10:00:00.619597-05:00,compiled,2026-02-08T10:00:00.619583-05:00,ocds-dgv273-seacev3-1184392,2026-02-08T10:00:00.619602-05:00,tender,PE-CONSUCODE-1926,BANCO CENTRAL DE RESERVA DEL PERÚ,Fondos Públicos,1184392,DIRECTA-DIRECTA-1-2026-BCRPLIM-1,Contratación del servicio de acceso a internet con protección ANTIDDOS y conexión con Sucursales,PE-CONSUCODE-1926,BANCO CENTRAL DE RESERVA DEL PERÚ,2026-01-08T17:07:00-05:00,direct,Contratación Directa,services,services,475358.75,PEN,Soles,475358.75,,,1.0,False,2026-01,añoPublicacionProceso;mesPublicacionProceso,475358.75,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-2026-227-4,ocds-dgv273-seacev3-2026-227-4-2026-02-08T10:00:00.045016-05:00,compiled,2026-02-08T10:00:00.045003-05:00,ocds-dgv273-seacev3-2026-227-4,2026-02-08T10:00:00.045021-05:00,tender,PE-CONSUCODE-227,MUNICIPALIDAD PROVINCIAL DE HUAYLAS - CARAZ,Fondos Públicos,1184522,SIE-SIE-1-2026-MPHY/OC-1,CONTRATACION DEL SUMINISTRO DE CEMENTO PORTLAND TIPO I x 42.5 Kgs,PE-CONSUCODE-227,MUNICIPALIDAD PROVINCIAL DE HUAYLAS - CARAZ,2026-01-12T18:11:00-05:00,open,Subasta Inversa Electrónica,goods,goods,159957.0,PEN,Soles,159957.0,2026-01-12T00:00:00-05:00,2026-01-12T00:00:00-05:00,27.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,159957.0,PEN,Soles,,,,"MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN PROLONGACION AV. ALFONSO UGARTE, JR. LAS GARDENIAS Y JR. LOS TULIPANES DEL BARRIO SAN MIGUEL   DISTRITO DE CARAZ DE LA PROVINCIA DE HUAYLAS DEL DEPARTAMENTO DE ANCASH",2669970,2026-01
ocds-dgv273-seacev3-2026-231729-1,ocds-dgv273-seacev3-2026-231729-1-2026-02-07T10:00:18.453508-05:00,compiled,2026-02-07T10:00:18.453496-05:00,ocds-dgv273-seacev3-2026-231729-1,2026-02-07T10:00:18.453515-05:00,tender,PE-CONSUCODE-204672,"CREACION Y MEJORAMIENTO DEL SERVICIO DE CATASTRO EN DISTRITOS SELECCIONADOS DE LAS PROVINCIAS DE LIMA, LAMBAYEQUE, CHICLAYO Y PIURA",Fondos Públicos,1186535,CONV-PROC-5-2026-UE003-CONV-INDV-1,Consultoría Individua de Un/a Especialista de Tesoreria del Proyecto,PE-CONSUCODE-204672,"CREACION Y MEJORAMIENTO DEL SERVICIO DE CATASTRO EN DISTRITOS SELECCIONADOS DE LAS PROVINCIAS DE LIMA, LAMBAYEQUE, CHICLAYO Y PIURA",2026-02-04T16:59:00-05:00,open,Convenio,services,services,69300.0,PEN,Soles,69300.0,2026-01-27T00:00:00-05:00,2026-01-27T00:00:00-05:00,3.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,69300.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1186224,ocds-dgv273-seacev3-1186224-2026-02-07T10:00:14.825976-05:00,compiled,2026-02-07T10:00:14.825964-05:00,ocds-dgv273-seacev3-1186224,2026-02-07T10:00:14.825982-05:00,tender,PE-CONSUCODE-204672,"CREACION Y MEJORAMIENTO DEL SERVICIO DE CATASTRO EN DISTRITOS SELECCIONADOS DE LAS PROVINCIAS DE LIMA, LAMBAYEQUE, CHICLAYO Y PIURA",Fondos Públicos,1186224,CONV-PROC-1-2026-UE003-CONV-INDV-1,COORDINADORA DEL EQUIPO DE SUPERVISION DE LA UE003,PE-CONSUCODE-204672,"CREACION Y MEJORAMIENTO DEL SERVICIO DE CATASTRO EN DISTRITOS SELECCIONADOS DE LAS PROVINCIAS DE LIMA, LAMBAYEQUE, CHICLAYO Y PIURA",2026-02-04T12:38:00-05:00,open,Convenio,services,services,39000.0,PEN,Soles,39000.0,2026-01-07T00:00:00-05:00,2026-01-07T00:00:00-05:00,3.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,39000.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1186766,ocds-dgv273-seacev3-1186766-2026-02-07T10:00:07.299489-05:00,compiled,2026-02-07T10:00:07.299476-05:00,ocds-dgv273-seacev3-1186766,2026-02-07T10:00:07.299494-05:00,tender,PE-CONSUCODE-196,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACO,Fondos Públicos,1186766,COMPRE-COMPRE-3-2026-MDSMA/OC-2,"CONTRATACIÓN DE BIENES: ADQUISICIÓN DE  PIEDRA LAJA E=2 CM, PARA LA EJECUCIÓN DE LA OBRA: ""MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN LA PLAZUELA DEL CASERÍO CHOPIJIRCA DISTRITO DE SAN MIGUEL DE ACO DE LA PROVINCIA DE CARHUAZ DEL DEPARTAMENTO DE ANCASH"", CON CUI N°2667458.",PE-CONSUCODE-196,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACO,2026-01-29T19:55:00-05:00,open,Comparación de Precios,goods,goods,83230.0,PEN,Soles,83230.0,2026-01-29T00:00:00-05:00,2026-01-29T00:00:00-05:00,6.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN LA PLAZUELA DEL CASERÍO CHOPIJIRCA   DISTRITO DE SAN MIGUEL DE ACO DE LA PROVINCIA DE CARHUAZ DEL DEPARTAMENTO DE ANCASH,2667458,2026-01
ocds-dgv273-seacev3-2026-231729-5,ocds-dgv273-seacev3-2026-231729-5-2026-02-07T10:00:06.744440-05:00,compiled,2026-02-07T10:00:06.744427-05:00,ocds-dgv273-seacev3-2026-231729-5,2026-02-07T10:00:06.744445-05:00,tender,PE-CONSUCODE-204672,"CREACION Y MEJORAMIENTO DEL SERVICIO DE CATASTRO EN DISTRITOS SELECCIONADOS DE LAS PROVINCIAS DE LIMA, LAMBAYEQUE, CHICLAYO Y PIURA",Fondos Públicos,1186529,CONV-PROC-2-2026-UE003-CONV-INDV-1,Gestor de Contrato Levantamiento Catastral Lote 3C y Lote 5,PE-CONSUCODE-204672,"CREACION Y MEJORAMIENTO DEL SERVICIO DE CATASTRO EN DISTRITOS SELECCIONADOS DE LAS PROVINCIAS DE LIMA, LAMBAYEQUE, CHICLAYO Y PIURA",2026-02-04T16:25:00-05:00,open,Convenio,services,services,39000.0,PEN,Soles,39000.0,2026-01-22T00:00:00-05:00,2026-01-22T00:00:00-05:00,3.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,39000.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-2026-10570-1,ocds-dgv273-seacev3-2026-10570-1-2026-02-07T10:00:03.253759-05:00,compiled,2026-02-07T10:00:03.253747-05:00,ocds-dgv273-seacev3-2026-10570-1,2026-02-07T10:00:03.253765-05:00,tender,PE-CONSUCODE-10570,GOBIERNO REGIONAL DE PUNO-EDUCACION ADE SAN ROMAN,Fondos Públicos,1184744,CP-ABR-1-2026-UGEL SAN ROMAN.-1,CONTRATACION DE SERVICIO DE TRANSPORTE PARA LA DISTRIBUCION DE MATERIAL EDUCATIVO DOTACION 2026,PE-CONSUCODE-10570,GOBIERNO REGIONAL DE PUNO-EDUCACION ADE SAN ROMAN,2026-01-16T15:44:00-05:00,,Concurso Público Abreviado,services,services,73958.0,PEN,Soles,73958.0,2026-01-16T00:00:00-05:00,2026-01-16T00:00:00-05:00,12.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-17T00:01:00-05:00,2026-01-21T23:59:00-05:00,4.0,,,2026-01
ocds-dgv273-seacev3-1186486,ocds-dgv273-seacev3-1186486-2026-02-07T09:59:55.703466-05:00,compiled,2026-02-07T09:59:55.703453-05:00,ocds-dgv273-seacev3-1186486,2026-02-07T09:59:55.703471-05:00,tender,PE-CONSUCODE-204672,"CREACION Y MEJORAMIENTO DEL SERVICIO DE CATASTRO EN DISTRITOS SELECCIONADOS DE LAS PROVINCIAS DE LIMA, LAMBAYEQUE, CHICLAYO Y PIURA",Fondos Públicos,1186486,CONV-PROC-4-2026-UE003-CONV-INDV-1,CONSULTORÍA INDIVIDUAL DE UN ANALISTA DE COMUNICACIONES,PE-CONSUCODE-204672,"CREACION Y MEJORAMIENTO DEL SERVICIO DE CATASTRO EN DISTRITOS SELECCIONADOS DE LAS PROVINCIAS DE LIMA, LAMBAYEQUE, CHICLAYO Y PIURA",2026-02-04T14:46:00-05:00,open,Convenio,services,services,36000.0,PEN,Soles,36000.0,2026-01-08T00:00:00-05:00,2026-01-08T00:00:00-05:00,2.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,36000.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1185804,ocds-dgv273-seacev3-1185804-2026-02-07T09:59:55.517384-05:00,compiled,2026-02-07T09:59:55.517371-05:00,ocds-dgv273-seacev3-1185804,2026-02-07T09:59:55.517390-05:00,tender,PE-CONSUCODE-196,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACO,Fondos Públicos,1185804,COMPRE-COMPRE-3-2026-MDSMA/OC-2,"CONTRATACIÓN DE BIENES: ADQUISICIÓN DE  PIEDRA LAJA E=2 CM, PARA LA EJECUCIÓN DE LA OBRA: ""MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN LA PLAZUELA DEL CASERÍO CHOPIJIRCA DISTRITO DE SAN MIGUEL DE ACO DE LA PROVINCIA DE CARHUAZ DEL DEPARTAMENTO DE ANCASH"", CON CUI N°2667458.",PE-CONSUCODE-196,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE ACO,2026-01-29T19:55:00-05:00,open,Comparación de Precios,goods,goods,83230.0,PEN,Soles,83230.0,2026-01-29T00:00:00-05:00,2026-01-29T00:00:00-05:00,6.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN LA PLAZUELA DEL CASERÍO CHOPIJIRCA   DISTRITO DE SAN MIGUEL DE ACO DE LA PROVINCIA DE CARHUAZ DEL DEPARTAMENTO DE ANCASH,2667458,2026-01
ocds-dgv273-seacev3-2026-1111-8,ocds-dgv273-seacev3-2026-1111-8-2026-02-07T09:59:54.780020-05:00,compiled,2026-02-07T09:59:54.780005-05:00,ocds-dgv273-seacev3-2026-1111-8,2026-02-07T09:59:54.780025-05:00,tender,PE-CONSUCODE-1111,MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO,Fondos Públicos,1185388,SIE-SIE-1-2026-OC/MPCH-1,"ADQUISICIÓN DE COMBUSTIBLE PARA LA OPERATIVIDAD DE LOS VEHÍCULOS QUE REALIZAN LA RECOLECCION, TRANSPORTE Y DISPOSICION DE RESIDUOS SOLIDOS A CARGO DE LA SUB GERENCIA DE LIMPIEZA PÚBLICA Y ÁREAS VERDES DE LA MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO",PE-CONSUCODE-1111,MUNICIPALIDAD PROVINCIAL DE CHANCHAMAYO,2026-01-26T20:31:00-05:00,open,Subasta Inversa Electrónica,goods,goods,535500.0,PEN,Soles,535500.0,2026-01-26T00:00:00-05:00,2026-01-26T00:00:00-05:00,2.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,,,2026-01
ocds-dgv273-seacev3-1186496,ocds-dgv273-seacev3-1186496-2026-02-07T09:59:53.521821-05:00,compiled,2026-02-07T09:59:53.521808-05:00,ocds-dgv273-seacev3-1186496,2026-02-07T09:59:53.521826-05:00,tender,PE-CONSUCODE-204672,"CREACION Y MEJORAMIENTO DEL SERVICIO DE CATASTRO EN DISTRITOS SELECCIONADOS DE LAS PROVINCIAS DE LIMA, LAMBAYEQUE, CHICLAYO Y PIURA",Fondos Públicos,1186496,CONV-PROC-3-2026-UE003-CONV-INDV-1,ASISTENCIA TÉCNICA A LA MUNICIPALIDAD PROVINCIAL DE PIURA,PE-CONSUCODE-204672,"CREACION Y MEJORAMIENTO DEL SERVICIO DE CATASTRO EN DISTRITOS SELECCIONADOS DE LAS PROVINCIAS DE LIMA, LAMBAYEQUE, CHICLAYO Y PIURA",2026-02-04T15:30:00-05:00,open,Convenio,services,services,6800.0,PEN,Soles,6800.0,2026-01-12T00:00:00-05:00,2026-01-12T00:00:00-05:00,3.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,6800.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1184941,ocds-dgv273-seacev3-1184941-2026-02-07T09:59:45.792028-05:00,compiled,2026-02-07T09:59:45.792015-05:00,ocds-dgv273-seacev3-1184941,2026-02-07T09:59:45.792034-05:00,tender,PE-CONSUCODE-419,MUNICIPALIDAD DISTRITAL DE VITOR,Fondos Públicos,1184941,CP-ABR-3-2025-DEC-1,"SERVICIO DE ALQUILER DE RETROEXCAVADORA PARA LA EJECUCION DE OBRA "" MEJORAMIENTO DEL SERVICIO DE PROVISION DE AGUA DE LA CANO Y SOTILLO DEL DISTRITO DE VITOR -PROVINCIA DE AREQUIPA-DEPARTAMENTPO DE AREQUIPA""",PE-CONSUCODE-419,MUNICIPALIDAD DISTRITAL DE VITOR,2026-01-23T15:28:00-05:00,,Concurso Público Abreviado,services,services,256500.0,PEN,Soles,256500.0,2026-01-23T00:00:00-05:00,2026-01-23T00:00:00-05:00,9.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-24T00:01:00-05:00,2026-01-28T23:59:00-05:00,4.0,MEJORAMIENTO DEL SERVICIO DE PROVISION DE AGUA DE LA CANO Y SOTILLO DEL DISTRITO DE VITOR - PROVINCIA DE AREQUIPA - DEPARTAMENTO DE AREQUIPA,2537420,2026-01
ocds-dgv273-seacev3-1185845,ocds-dgv273-seacev3-1185845-2026-02-06T10:03:51.079541-05:00,compiled,2026-02-06T10:03:51.079528-05:00,ocds-dgv273-seacev3-1185845,2026-02-06T10:03:51.079547-05:00,tender,PE-CONSUCODE-1666,MUNICIPALIDAD DISTRITAL DE ASILLO,Fondos Públicos,1185845,COMPRE-COMPRE-2-2026-MDA/OC-1,"contratación de bienes, ADQUISICION DE ROLLIZOS DE EUCALIPTO, para la obra ¿CREACION DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN LA PROTECCION CON COBERTURA PARA LA PRODUCCION DE GANADO VACUNO EN LAS COMUNIDADES CAMPESINAS DE MACHARIRI CENTRAL Y MODELO DEL DISTRITO DE ASILLO.",PE-CONSUCODE-1666,MUNICIPALIDAD DISTRITAL DE ASILLO,2026-01-29T22:00:00-05:00,open,Comparación de Precios,goods,goods,53956.0,PEN,Soles,53956.0,2026-01-29T00:00:00-05:00,2026-01-29T00:00:00-05:00,3.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,CREACION DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN LA PROTECCION CON COBERTURA PARA LA PRODUCCION DE GANADO VACUNO EN LAS COMUNIDADES CAMPESINAS DE MACHARIRI CENTRAL Y MODELO DEL   DISTRITO DE ASILLO DE LA PROVINCIA DE AZANGARO DEL DEPARTAMENTO DE PUNO,2667758,2026-01
ocds-dgv273-seacev3-1186373,ocds-dgv273-seacev3-1186373-2026-02-06T10:03:49.448605-05:00,compiled,2026-02-06T10:03:49.448591-05:00,ocds-dgv273-seacev3-1186373,2026-02-06T10:03:49.448611-05:00,tender,PE-CONSUCODE-204387,PROGRAMA NACIONAL DE TELECOMUNICACIONES,Fondos Públicos,1186373,CONV-PROC-7-2026-MTC/24-BIRF-1,"SERVICIO DE AUDITORIA EXTERNA EN GENERAL PARA EL PROYECTO CREACIÓN DE UN SISTEMA DE ATENCIÓN DE EMERGENCIAS, URGENCIAS E INFORMACIÓN MEDIANTE UN NÚMERO ÚNICO 911 EN LIMA METROPOLITANA Y EL CALLAO¿ (PROYECTO 911).",PE-CONSUCODE-204387,PROGRAMA NACIONAL DE TELECOMUNICACIONES,2026-02-03T22:57:00-05:00,open,Convenio,services,services,103360.0,PEN,Soles,103360.0,2026-01-06T00:00:00-05:00,2026-01-06T00:00:00-05:00,1.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,758551.2000000001,PEN,Soles,,,,"CREACIÓN DE UN SISTEMA DE ATENCIÓN DE EMERGENCIAS, URGENCIAS E INFORMACIÓN MEDIANTE UN NÚMERO ÚNICO 911 EN LIMA METROPOLITANA Y CALLAO",2459243,2026-01
ocds-dgv273-seacev3-1186384,ocds-dgv273-seacev3-1186384-2026-02-06T10:03:49.434745-05:00,compiled,2026-02-06T10:03:49.434732-05:00,ocds-dgv273-seacev3-1186384,2026-02-06T10:03:49.434751-05:00,tender,PE-CONSUCODE-204387,PROGRAMA NACIONAL DE TELECOMUNICACIONES,Fondos Públicos,1186384,CONV-PROC-6-2026-MTC/24-BIRF-1,"SERVICIO DE ESPECIALISTA EN GESTION DE INTEGRACION DE SISTEMAS DE INFORMACION PARA EL SISTEMA DE ATENCION Y GESTION DE EMERGENCIAS (SAGE), EN EL MARCO DE LA IMPLEMENTACION DEL PROYECTO 911.",PE-CONSUCODE-204387,PROGRAMA NACIONAL DE TELECOMUNICACIONES,2026-02-03T22:17:00-05:00,open,Convenio,services,services,144000.0,PEN,Soles,144000.0,2026-01-12T00:00:00-05:00,2026-01-12T00:00:00-05:00,1.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,144000.0,PEN,Soles,,,,"CREACIÓN DE UN SISTEMA DE ATENCIÓN DE EMERGENCIAS, URGENCIAS E INFORMACIÓN MEDIANTE UN NÚMERO ÚNICO 911 EN LIMA METROPOLITANA Y CALLAO",2459243,2026-01
ocds-dgv273-seacev3-1184919,ocds-dgv273-seacev3-1184919-2026-02-06T10:03:48.687379-05:00,compiled,2026-02-06T10:03:48.687365-05:00,ocds-dgv273-seacev3-1184919,2026-02-06T10:03:48.687385-05:00,tender,PE-CONSUCODE-200269,GOBIERNO REGIONAL DEL CUSCO - RED DE SERVICIOS DE SALUD CUSCO SUR,Fondos Públicos,1184919,DIRECTA-DIRECTA-1-2026-DEC/RSSCS-1,CONTRATACIÓN DE SERVICIOS DE ARRENDAMIENTO DE INMUEBLE PARA EL FUNCIONAMIENTO DE HOGAR PROTEGIDO PATRÓN SAN SEBASTIÁN,PE-CONSUCODE-200269,GOBIERNO REGIONAL DEL CUSCO - RED DE SERVICIOS DE SALUD CUSCO SUR,2026-01-20T22:38:00-05:00,direct,Contratación Directa,services,services,54000.0,PEN,Soles,54000.0,,,1.0,False,2026-01,añoPublicacionProceso;mesPublicacionProceso,54000.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1185179,ocds-dgv273-seacev3-1185179-2026-02-06T10:03:46.266661-05:00,compiled,2026-02-06T10:03:46.266648-05:00,ocds-dgv273-seacev3-1185179,2026-02-06T10:03:46.266667-05:00,tender,PE-CONSUCODE-2364,ENTIDAD PRESTADORA  DE SERVICIO DE SANEAMIENTO DE CUSCO S.A.,Fondos Públicos,1185179,CP-ABR-10-2025-EPS. SEDACUSCO S.A.-2,SERVICIO DE MANTENIMIENTO DE ELECTROBOMBA VERTICAL N° 01 DE RESPALDO DE POZO 01 PROFUNDO DE 150 HP E.B. PIÑIPAMPA,PE-CONSUCODE-2364,ENTIDAD PRESTADORA  DE SERVICIO DE SANEAMIENTO DE CUSCO S.A.,2026-01-23T09:42:00-05:00,,Concurso Público Abreviado,services,services,60000.0,PEN,Soles,60000.0,2026-01-23T00:00:00-05:00,2026-01-23T00:00:00-05:00,11.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-24T00:01:00-05:00,2026-01-28T23:59:00-05:00,4.0,,,2026-01
ocds-dgv273-seacev3-1184421,ocds-dgv273-seacev3-1184421-2026-02-06T10:03:46.091787-05:00,compiled,2026-02-06T10:03:46.091774-05:00,ocds-dgv273-seacev3-1184421,2026-02-06T10:03:46.091792-05:00,tender,PE-CONSUCODE-222,MUNICIPALIDAD DISTRITAL DE RAHUAPAMPA,Fondos Públicos,1184421,CP-ABR-2-2025-MDR-C-1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA PARA LA SUPERVISIÓN DE OBRA: ¿MEJORAMIENTO Y AMPLIACION DEL SERVICIO EDUCATIVO DE LA I.E. MANUEL SEOANE CORRALES DEL DISTRITO DE RAHUAPAMPA - PROVINCIA DE HUARI - DEPARTAMENTO DE ANCASH¿ SEGUNDA ETAPA, con Código Único de Inversiones N°2499904",PE-CONSUCODE-222,MUNICIPALIDAD DISTRITAL DE RAHUAPAMPA,2026-01-12T11:18:00-05:00,,Concurso Público Abreviado,services,services,70027.1,PEN,Soles,70027.1,2026-01-12T00:00:00-05:00,2026-01-12T00:00:00-05:00,10.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,2026-01-13T00:01:00-05:00,2026-01-15T23:59:00-05:00,2.0,MEJORAMIENTO Y AMPLIACION DEL SERVICIO EDUCATIVO DE LA I.E. MANUEL SEOANE CORRALES DEL  DISTRITO DE RAHUAPAMPA - PROVINCIA DE HUARI - DEPARTAMENTO DE ANCASH,2499904,2026-01
ocds-dgv273-seacev3-1185399,ocds-dgv273-seacev3-1185399-2026-02-06T10:03:38.719328-05:00,compiled,2026-02-06T10:03:38.719315-05:00,ocds-dgv273-seacev3-1185399,2026-02-06T10:03:38.719334-05:00,tender,PE-CONSUCODE-2322,MUNICIPALIDAD DISTRITAL DE TUMAN,Fondos Públicos,1185399,SIE-SIE-1-2026-MDT/DEC-1,ADQUISICION DE COMBUSTIBLE PARA LAS UNIDADES MOVILES Y MAQUINARIA PESADA DE PROPIEDAD DE LA MUNICIPALIDAD DISTRITAL DE TUMAN PARA EL PERIODO MARZO A DICIEMBRE DEL AÑO 2026,PE-CONSUCODE-2322,MUNICIPALIDAD DISTRITAL DE TUMAN,2026-01-26T22:31:00-05:00,open,Subasta Inversa Electrónica,goods,goods,168825.8,PEN,Soles,168825.8,2026-01-26T00:00:00-05:00,2026-01-26T00:00:00-05:00,,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,,,2026-01
ocds-dgv273-seacev3-1185601,ocds-dgv273-seacev3-1185601-2026-02-06T10:03:35.646581-05:00,compiled,2026-02-06T10:03:35.646569-05:00,ocds-dgv273-seacev3-1185601,2026-02-06T10:03:35.646587-05:00,tender,PE-CONSUCODE-201285,PROGRAMA NACIONAL DE INNOVACION PARA LA COMPETITIVIDAD Y PRODUCTIVIDAD,Fondos Privados,1185601,CONV-PROC-2-2026-PROINNOVATE-CE-1,"Evaluación Intermedia del Programa de innovación, modernización tecnológica y emprendimiento (PE-L1263)",PE-CONSUCODE-201285,PROGRAMA NACIONAL DE INNOVACION PARA LA COMPETITIVIDAD Y PRODUCTIVIDAD,2026-01-28T15:45:00-05:00,open,Convenio,services,services,495471.43,PEN,Soles,495471.43,2026-01-05T00:00:00-05:00,2026-01-05T00:00:00-05:00,1.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,495471.43,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1185052,ocds-dgv273-seacev3-1185052-2026-02-06T10:03:35.457894-05:00,compiled,2026-02-06T10:03:35.457881-05:00,ocds-dgv273-seacev3-1185052,2026-02-06T10:03:35.457899-05:00,tender,PE-CONSUCODE-333,MUNICIPALIDAD DISTRITAL DE PACUCHA,Fondos Públicos,1185052,COMPRE-COMPRE-1-2026-MDP-1,"CONTRATACION DE SERVICIO DE ALQUILER DE CAMIONETA 4X4 DOBLE CABINA PICK UP MAQUINA SECA INCLUIDO CONDUCTOR PARA LA OFICINA DE ALCALDÍA DE LA MUNICIPALIDAD DISTRITAL DE PACUCHA, PROVINCIA DE ANDAHUAYLAS ¿ DEPARTAMENTO DE APURÍMAC.",PE-CONSUCODE-333,MUNICIPALIDAD DISTRITAL DE PACUCHA,2026-01-22T15:39:00-05:00,open,Comparación de Precios,services,services,66000.0,PEN,Soles,66000.0,2026-01-22T00:00:00-05:00,2026-01-22T00:00:00-05:00,3.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,,,2026-01
ocds-dgv273-seacev3-1185797,ocds-dgv273-seacev3-1185797-2026-02-06T10:03:28.261577-05:00,compiled,2026-02-06T10:03:28.261564-05:00,ocds-dgv273-seacev3-1185797,2026-02-06T10:03:28.261582-05:00,tender,PE-CONSUCODE-205330,HOSPITAL DE LIMA ESTE - VITARTE,Fondos Públicos,1185797,DIRECTA-DIRECTA-1-2026-HLEV-UA-1,"ADQUISICION DE 40,000 M3 DE OXIGENO MEDICINAL LIQUIDO AL 99.5%, PARA EL ABASTECIMIENTO EN LOS DIFERENTES SERVICIOS DEL HOSPITAL DE LIMA ESTE VITARTE¿",PE-CONSUCODE-205330,HOSPITAL DE LIMA ESTE - VITARTE,2026-01-29T21:00:00-05:00,direct,Contratación Directa,goods,goods,145848.0,PEN,Soles,145848.0,,,1.0,False,2026-01,añoPublicacionProceso;mesPublicacionProceso,583392.0,PEN,Soles,,,,,,2026-01
