Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Etiqueta de entrega,Entrega compilada:Fecha de entrega,Entrega compilada:Open Contracting ID,compiledRelease/publishedDate,Entrega compilada:Tipo de inicio,Entrega compilada:Comprador:ID de Organización,Entrega compilada:Comprador:Nombre de la Organización,Entrega compilada:Planeación:Presupuesto:Fuente del Presupuesto,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Título de la licitación,Entrega compilada:Licitación:Descripción de la licitación,Entrega compilada:Licitación:Entidad contratante:ID de Organización,Entrega compilada:Licitación:Entidad contratante:Nombre de la Organización,compiledRelease/tender/datePublished,Entrega compilada:Licitación:Método de contratación,Entrega compilada:Licitación:Detalles del método de contratación,Entrega compilada:Licitación:Categoría principal de contratación,Entrega compilada:Licitación:Categorías adicionales de contratación,Entrega compilada:Licitación:Valor:Monto,Entrega compilada:Licitación:Valor:Moneda,Entrega compilada:Licitación:Valor:Nombre de Moneda,compiledRelease/tender/value/amount_PEN,Entrega compilada:Licitación:Periodo de licitación:Fecha de inicio,Entrega compilada:Licitación:Periodo de licitación:Fecha de fin,Entrega compilada:Licitación:Número de licitantes,Entrega compilada:Licitación:Información Protegida,Entrega compilada:Segmentación:ID,Entrega compilada:Segmentación:Criterio,Entrega compilada:Planeación:Presupuesto:Monto:Monto,Entrega compilada:Planeación:Presupuesto:Monto:Moneda,Entrega compilada:Planeación:Presupuesto:Monto:Nombre de Moneda,Entrega compilada:Licitación:Periodo de consulta:Fecha de inicio,Entrega compilada:Licitación:Periodo de consulta:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Duración (días),Entrega compilada:Planeación:Presupuesto:Título del Proyecto,Entrega compilada:Planeación:Presupuesto:Identificador de proyecto,mes_origen
ocds-dgv273-seacev3-1235823,ocds-dgv273-seacev3-1235823-2026-09-23T10:18:09.449520-05:00,compiled,2026-09-23T10:18:09.449508-05:00,ocds-dgv273-seacev3-1235823,2026-09-23T10:18:09.449526-05:00,tender,PE-CONSUCODE-27,OFICINA NACIONAL DE PROCESOS ELECTORALES,Fondos Públicos,1235823,RES-PROC-23-2026-EG-ONPE-1,SERVICIO DE LA TRANSMISION DE LA FRANJA ELECTORAL EN EL MARCO DE LA EG 2026,PE-CONSUCODE-27,OFICINA NACIONAL DE PROCESOS ELECTORALES,2026-09-18T17:17:00-05:00,open,Regímen Especial,services,services,76420257.19,PEN,Soles,76420257.19,2026-01-30T00:00:00-05:00,2026-01-30T00:00:00-05:00,133.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,,,,,,,,,2026-01
ocds-dgv273-seacev3-1237889,ocds-dgv273-seacev3-1237889-2026-09-23T10:17:57.571742-05:00,compiled,2026-09-23T10:17:57.571729-05:00,ocds-dgv273-seacev3-1237889,2026-09-23T10:17:57.571747-05:00,tender,PE-CONSUCODE-42,GOBIERNO REGIONAL DE LA LIBERTAD Sede Central,Fondos Privados,1237889,RES-PROC-12-2025-GRLL-CE-EPS-OXI-1,Supervisión del proyecto bajo la modalidad de OxI: MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN SECUNDARIA EN I.E. NUESTRO SEÑOR DE LA MISERICORDIA DISTRITO DE LUCMA DE LA PROVINCIA DE GRAN CHIMU DEL DEPARTAMENTO DE LA LIBERTAD. CUI 2681968,PE-CONSUCODE-42,GOBIERNO REGIONAL DE LA LIBERTAD Sede Central,2026-07-31T20:06:00-05:00,open,Regímen Especial,services,services,1131030.0,PEN,Soles,1131030.0,2026-01-28T00:00:00-05:00,2026-01-28T00:00:00-05:00,3.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,1131030.0,PEN,Soles,2026-01-29T07:30:00-05:00,2026-02-06T16:15:00-05:00,8.0,,,2026-01
ocds-dgv273-seacev3-1181800,ocds-dgv273-seacev3-1181800-2026-09-23T10:17:52.740997-05:00,compiled,2026-09-23T10:17:52.740984-05:00,ocds-dgv273-seacev3-1181800,2026-09-23T10:17:52.741002-05:00,tender,PE-CONSUCODE-1343,MUNICIPALIDAD DISTRITAL DE SANTA ANITA,Fondos Públicos,1181800,LP-ABR-20-2025-C/MDSA-1,CONTRATACION PARA LA EJECUCION DE OBRA DEL PROYECTO DENOMINADO: MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN PARQUE 02 DE LA ASOC. DE VIV. LAS VEGAS Y PARQUE 01 DE LA ASOC. DE VIV. LAS FLORES DISTRITO DE SANTA ANITA DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA - CUI 2656872,PE-CONSUCODE-1343,MUNICIPALIDAD DISTRITAL DE SANTA ANITA,2026-01-20T19:16:00-05:00,,Licitación Pública Abreviada,works,works,2280624.88,PEN,Soles,2280624.88,2026-01-20T00:00:00-05:00,2026-01-20T00:00:00-05:00,20.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,9121919.71,PEN,Soles,2026-01-21T00:01:00-05:00,2026-01-23T23:59:00-05:00,2.0,MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN PARQUE 02 DE LA ASOC. DE VIV. LAS VEGAS Y PARQUE 01 DE LA ASOC. DE VIV. LAS FLORES   DISTRITO DE SANTA ANITA DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA,2656872,2026-01
ocds-dgv273-seacev3-1184347,ocds-dgv273-seacev3-1184347-2026-09-23T10:17:19.149679-05:00,compiled,2026-09-23T10:17:19.149666-05:00,ocds-dgv273-seacev3-1184347,2026-09-23T10:17:19.149685-05:00,tender,PE-CONSUCODE-1343,MUNICIPALIDAD DISTRITAL DE SANTA ANITA,Fondos Públicos,1184347,LP-ABR-19-2025-C/MDSA-1,"MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN PARQUE CENTRAL DEL AA.HH HUASCAR DISTRITO DE SANTA ANITA DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA, CON CUI 2656881",PE-CONSUCODE-1343,MUNICIPALIDAD DISTRITAL DE SANTA ANITA,2026-01-06T19:20:00-05:00,,Licitación Pública Abreviada,works,works,2100742.71,PEN,Soles,2100742.71,2026-01-06T00:00:00-05:00,2026-01-06T00:00:00-05:00,28.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,6302228.130000001,PEN,Soles,2026-01-07T00:01:00-05:00,2026-01-09T23:59:00-05:00,2.0,MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN PARQUE CENTRAL DEL AA.HH HUASCAR   DISTRITO DE SANTA ANITA DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA,2656881,2026-01
ocds-dgv273-seacev3-1185330,ocds-dgv273-seacev3-1185330-2026-09-23T10:17:09.009769-05:00,compiled,2026-09-23T10:17:09.009756-05:00,ocds-dgv273-seacev3-1185330,2026-09-23T10:17:09.009774-05:00,tender,PE-CONSUCODE-1297,MUNICIPALIDAD DISTRITAL DE ILLIMO,Fondos Públicos,1185330,CP-ABR-1-2026-MDI/CS-1,"SUPERVISIÓN DE LA OBRA: MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN CAMINO VECINAL LA-579, LA-582, LA-580: DISTRITO DE ILLIMO - CRUCE CEMENTERIO - CRUCE COLOCHE - SAN PEDRO DE SASAPE - SAN ISIDRO - TRAPICHE, DISTRITO DE ILLIMO DE LA PROVINCIA DE LAMBAYEQUE DEL DEPARTAMENTO DE LAMBAYEQUE",PE-CONSUCODE-1297,MUNICIPALIDAD DISTRITAL DE ILLIMO,2026-01-26T19:55:00-05:00,,Concurso Público Abreviado,services,services,496067.29,PEN,Soles,496067.29,2026-01-26T00:00:00-05:00,2026-01-26T00:00:00-05:00,29.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,1054991.43,PEN,Soles,2026-01-27T00:01:00-05:00,2026-01-29T23:59:00-05:00,2.0,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN CAMINO VECINAL LA-579,  LA-582, LA-580: DISTRITO DE ILLIMO - CRUCE CEMENTERIO - CRUCE COLOCHE - SAN PEDRO DE SASAPE - SAN ISIDRO - TRAPICHE,   DISTRITO DE ILLIMO DE LA PROVINCIA DE LAMBAYEQUE DEL DEPARTAMENTO DE LAMBAYEQUE",2661097,2026-01
ocds-dgv273-seacev3-1184427,ocds-dgv273-seacev3-1184427-2026-09-23T10:17:08.917590-05:00,compiled,2026-09-23T10:17:08.917577-05:00,ocds-dgv273-seacev3-1184427,2026-09-23T10:17:08.917596-05:00,tender,PE-CONSUCODE-1309,MUNICIPALIDAD DISTRITAL DE ATE - VITARTE,Fondos Públicos,1184427,DIRECTA-DIRECTA-3-2025-MDA/DEC-1,ADQUISICION DE 75 CAMARAS DE VIDEO DIGITAL CORPORAL PARA LA SUBGERENCIA DE SEGURIDAD CIUDADANA Y SERENAZGO DE LA MUNICIPALIDAD DISTRITAL DE ATE.,PE-CONSUCODE-1309,MUNICIPALIDAD DISTRITAL DE ATE - VITARTE,2026-01-12T11:46:00-05:00,direct,Contratación Directa,goods,goods,154050.0,PEN,Soles,154050.0,,,1.0,False,2026-01,añoPublicacionProceso;mesPublicacionProceso,154050.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1185367,ocds-dgv273-seacev3-1185367-2026-09-23T10:17:08.763445-05:00,compiled,2026-09-23T10:17:08.763432-05:00,ocds-dgv273-seacev3-1185367,2026-09-23T10:17:08.763450-05:00,tender,PE-CONSUCODE-1321,MUNICIPALIDAD DISTRITAL DE LA VICTORIA - LIMA,Fondos Públicos,1185367,LP-ABR-3-2026-C-MLV-1,"EJECUCIÓN DE LA OBRA DE LA INVERSIÓN IOARR: RENOVACION DE PAVIMENTO; EN EL(LA) AMBITO DE VÍAS LOCALES DE LA ZONA 2 Y 3 EN EL CENTRO POBLADO LA VICTORIA, DISTRITO DE LA VICTORIA, PROVINCIA LIMA, DEPARTAMENTO LIMA¿ CON CUI Nº 2705666",PE-CONSUCODE-1321,MUNICIPALIDAD DISTRITAL DE LA VICTORIA - LIMA,2026-01-26T19:57:00-05:00,,Licitación Pública Abreviada,works,works,1369171.77,PEN,Soles,1369171.77,2026-01-26T00:00:00-05:00,2026-01-26T00:00:00-05:00,29.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,1369171.77,PEN,Soles,2026-01-27T00:01:00-05:00,2026-01-29T23:59:00-05:00,2.0,"RENOVACION DE PAVIMENTO; EN EL(LA) AMBITO DE VÍAS LOCALES DE LA ZONA 2 Y 3 EN EL CENTRO POBLADO LA VICTORIA, DISTRITO DE LA VICTORIA, PROVINCIA LIMA, DEPARTAMENTO LIMA",2705666,2026-01
ocds-dgv273-seacev3-1185153,ocds-dgv273-seacev3-1185153-2026-09-23T10:17:08.726429-05:00,compiled,2026-09-23T10:17:08.726417-05:00,ocds-dgv273-seacev3-1185153,2026-09-23T10:17:08.726435-05:00,tender,PE-CONSUCODE-1321,MUNICIPALIDAD DISTRITAL DE LA VICTORIA - LIMA,Fondos Públicos,1185153,LP-ABR-2-2026-C-MLV-1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA:¿RENOVACIÓN DE PAVIMENTO; EN EL AMBITO DE LA ZONA 37 Y 40 EN EL CENTRO POBLADO LA VICTORIA, DISTRITO DE LA VICTORIA, PROVINCIA LIMA, DEPARTAMENTO LIMA¿ CON CUI 2705657",PE-CONSUCODE-1321,MUNICIPALIDAD DISTRITAL DE LA VICTORIA - LIMA,2026-01-22T23:08:00-05:00,,Licitación Pública Abreviada,works,works,3188024.49,PEN,Soles,3188024.49,2026-01-22T00:00:00-05:00,2026-01-22T00:00:00-05:00,31.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,3188024.49,PEN,Soles,2026-01-23T00:01:00-05:00,2026-01-27T23:59:00-05:00,4.0,"RENOVACION DE PAVIMENTO; EN EL(LA) EN EL AMBITO DE LA ZONA 37 Y 40 EN EL CENTRO POBLADO LA VICTORIA, DISTRITO DE LA VICTORIA, PROVINCIA LIMA, DEPARTAMENTO LIMA",2705657,2026-01
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,compiled,2026-09-23T10:17:00.755454-05:00,ocds-dgv273-seacev3-1203238,2026-09-23T10:17:00.755472-05:00,tender,PE-CONSUCODE-1972,INSTITUTO NACIONAL DE INNOVACION AGRARIA - INIA,Fondos Públicos,1203238,CP SER-SM-1-2026-INIA-1,SERVICIO DE SEGURIDAD Y VIGILANCIA A NIVEL NACIONAL PARA EL INIA,PE-CONSUCODE-1972,INSTITUTO NACIONAL DE INNOVACION AGRARIA - INIA,2026-01-30T19:40:00-05:00,,Concurso Público de Servicios,services,services,0.0,PEN,Soles,0.0,2026-01-30T00:00:00-05:00,2026-01-30T00:00:00-05:00,125.0,True,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,0.0,PEN,Soles,2026-01-31T00:01:00-05:00,2026-02-10T23:59:00-05:00,10.0,,,2026-01
ocds-dgv273-seacev3-1184766,ocds-dgv273-seacev3-1184766-2026-09-23T10:16:56.802672-05:00,compiled,2026-09-23T10:16:56.802660-05:00,ocds-dgv273-seacev3-1184766,2026-09-23T10:16:56.802678-05:00,tender,PE-CONSUCODE-33,GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL,Fondos Públicos,1184766,DIRECTA-DIRECTA-1-2025-GRA/DEC-1,"CONTRATACIÓN DE PRESTACIONES NO EJECUTADAS DE UN CONTRATO RESUELTO DE LA OBRA ¿MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E SANTA ROSA DE VITERBO EN EL DISTRITO DE HUARAZ, PROVINCIA DE HUARAZ, DEPARTAMENTO DE ANCASH"" CUI 2194968",PE-CONSUCODE-33,GOBIERNO REGIONAL DE ANCASH - SEDE CENTRAL,2026-01-16T19:46:00-05:00,direct,Contratación Directa,works,works,72176017.35,PEN,Nuevos Soles,72176017.35,,,1.0,False,2026-01,añoPublicacionProceso;mesPublicacionProceso,72176017.35,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-2026-1234-1,ocds-dgv273-seacev3-2026-1234-1-2026-09-23T10:16:56.688458-05:00,compiled,2026-09-23T10:16:56.688445-05:00,ocds-dgv273-seacev3-2026-1234-1,2026-09-23T10:16:56.688463-05:00,tender,PE-CONSUCODE-1234,MUNICIPALIDAD DISTRITAL DE CHILIA,Fondos Públicos,1184914,SIE-SIE-1-2026-MDCH/DEC-1,ADQUISICION DE CUMBUSTIBLE DIESEL B5-S50 UV PARA LAS MAQUINARIAS Y MOVILIDADES DE LA MUNICIPALIDAD DISTRITAL DE CHILLIA - PROVINCIA DE PATAZ - DEPARTAMENTO DE LA LIBERTAD EN EL AÑO 2026,PE-CONSUCODE-1234,MUNICIPALIDAD DISTRITAL DE CHILIA,2026-01-20T23:50:00-05:00,open,Subasta Inversa Electrónica,goods,goods,437376.0,PEN,Soles,437376.0,2026-01-20T00:00:00-05:00,2026-01-20T00:00:00-05:00,4.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,437376.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1214329,ocds-dgv273-seacev3-1214329-2026-09-18T10:23:18.446848-05:00,compiled,2026-09-18T10:23:18.446834-05:00,ocds-dgv273-seacev3-1214329,2026-09-18T10:23:18.446853-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1214329,RES-PROC-6-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE CHICLAYO EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-12T17:30:00-05:00,open,Regímen Especial,services,services,75900.0,PEN,Soles,75900.0,2026-01-16T00:00:00-05:00,2026-01-16T00:00:00-05:00,2.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,75900.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1215414,ocds-dgv273-seacev3-1215414-2026-09-18T10:23:18.304024-05:00,compiled,2026-09-18T10:23:18.304012-05:00,ocds-dgv273-seacev3-1215414,2026-09-18T10:23:18.304030-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1215414,RES-PROC-16-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE HUAMANGA EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-14T14:52:00-05:00,open,Regímen Especial,services,services,99000.0,PEN,Soles,99000.0,2026-01-19T00:00:00-05:00,2026-01-19T00:00:00-05:00,1.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,99000.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1215821,ocds-dgv273-seacev3-1215821-2026-09-18T10:23:18.125939-05:00,compiled,2026-09-18T10:23:18.125926-05:00,ocds-dgv273-seacev3-1215821,2026-09-18T10:23:18.125945-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1215821,RES-PROC-25-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE ICA EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-15T11:26:00-05:00,open,Regímen Especial,services,services,70633.33,PEN,Soles,70633.33,2026-01-27T00:00:00-05:00,2026-01-27T00:00:00-05:00,1.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,70633.33,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1214536,ocds-dgv273-seacev3-1214536-2026-09-18T10:23:18.071333-05:00,compiled,2026-09-18T10:23:18.071319-05:00,ocds-dgv273-seacev3-1214536,2026-09-18T10:23:18.071338-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1214536,RES-PROC-5-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE TACNA EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-12T17:24:00-05:00,open,Regímen Especial,services,services,116600.0,PEN,Soles,116600.0,2026-01-16T00:00:00-05:00,2026-01-16T00:00:00-05:00,1.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,116600.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1215437,ocds-dgv273-seacev3-1215437-2026-09-18T10:23:07.544026-05:00,compiled,2026-09-18T10:23:07.544013-05:00,ocds-dgv273-seacev3-1215437,2026-09-18T10:23:07.544031-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1215437,RES-PROC-18-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE MOYOBAMBA EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-14T15:18:00-05:00,open,Regímen Especial,services,services,99000.0,PEN,Soles,99000.0,2026-01-20T00:00:00-05:00,2026-01-20T00:00:00-05:00,1.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,99000.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1215341,ocds-dgv273-seacev3-1215341-2026-09-18T10:23:07.333917-05:00,compiled,2026-09-18T10:23:07.333903-05:00,ocds-dgv273-seacev3-1215341,2026-09-18T10:23:07.333923-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1215341,RES-PROC-13-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE HUAURA EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-14T14:26:00-05:00,open,Regímen Especial,services,services,85800.0,PEN,Soles,85800.0,2026-01-19T00:00:00-05:00,2026-01-19T00:00:00-05:00,1.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,85800.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1214501,ocds-dgv273-seacev3-1214501-2026-09-18T10:23:07.237159-05:00,compiled,2026-09-18T10:23:07.237146-05:00,ocds-dgv273-seacev3-1214501,2026-09-18T10:23:07.237165-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1214501,RES-PROC-2-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE CORONEL PORTILLO EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-12T16:42:00-05:00,open,Regímen Especial,services,services,99000.0,PEN,Soles,99000.0,2026-01-16T00:00:00-05:00,2026-01-16T00:00:00-05:00,1.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,99000.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1214573,ocds-dgv273-seacev3-1214573-2026-09-18T10:23:07.223408-05:00,compiled,2026-09-18T10:23:07.223396-05:00,ocds-dgv273-seacev3-1214573,2026-09-18T10:23:07.223414-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1214573,RES-PROC-8-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE LIMA CENTRO ¿ JESÚS MARÍA EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-12T17:44:00-05:00,open,Regímen Especial,services,services,137500.0,PEN,Soles,137500.0,2026-01-16T00:00:00-05:00,2026-01-16T00:00:00-05:00,1.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,137500.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1215442,ocds-dgv273-seacev3-1215442-2026-09-18T10:23:07.191195-05:00,compiled,2026-09-18T10:23:07.191181-05:00,ocds-dgv273-seacev3-1215442,2026-09-18T10:23:07.191200-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1215442,RES-PROC-17-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE HUANCAVELICA EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-14T15:06:00-05:00,open,Regímen Especial,services,services,88000.0,PEN,Soles,88000.0,2026-01-20T00:00:00-05:00,2026-01-20T00:00:00-05:00,1.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,88000.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1214765,ocds-dgv273-seacev3-1214765-2026-09-18T10:22:56.230820-05:00,compiled,2026-09-18T10:22:56.230807-05:00,ocds-dgv273-seacev3-1214765,2026-09-18T10:22:56.230825-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1214765,RES-PROC-11-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE CHACHAPOYAS EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-13T10:41:00-05:00,open,Regímen Especial,services,services,66000.0,PEN,Soles,66000.0,2026-01-19T00:00:00-05:00,2026-01-19T00:00:00-05:00,1.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,66000.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1185714,ocds-dgv273-seacev3-1185714-2026-09-18T10:22:55.269747-05:00,compiled,2026-09-18T10:22:55.269734-05:00,ocds-dgv273-seacev3-1185714,2026-09-18T10:22:55.269753-05:00,tender,PE-CONSUCODE-1784,MUNICIPALIDAD PROVINCIAL DE RIOJA,Fondos Públicos,1185714,SIE-SIE-4-2025-MPR/OC-2,SUMINISTRO DE COMBUSTIBLE PARA LAS UNIDADES VEHICULARES Y MAQUINARIA PESADA DE LA MUNICIPALIDAD PROVINCIAL DE RIOJA,PE-CONSUCODE-1784,MUNICIPALIDAD PROVINCIAL DE RIOJA,2026-01-29T11:27:00-05:00,open,Subasta Inversa Electrónica,goods,goods,1400000.0,PEN,Soles,1400000.0,2026-01-29T00:00:00-05:00,2026-01-29T00:00:00-05:00,3.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,2800000.0,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1185683,ocds-dgv273-seacev3-1185683-2026-09-18T10:22:55.214873-05:00,compiled,2026-09-18T10:22:55.214860-05:00,ocds-dgv273-seacev3-1185683,2026-09-18T10:22:55.214878-05:00,tender,PE-CONSUCODE-1588,MUNICIPALIDAD DISTRITAL DE EL TALLAN,Fondos Públicos,1185683,SIE-SIE-1-2026-MDET/DEC-1,ADQUISICION DE COMBUSTIBLE PARA UNIDADES VEHICULARES PARA LA MUNICIPALIDAD DISTRITAL DE EL TALLÁN,PE-CONSUCODE-1588,MUNICIPALIDAD DISTRITAL DE EL TALLAN,2026-01-28T22:10:00-05:00,open,Subasta Inversa Electrónica,goods,goods,302363.3,PEN,Soles,302363.3,2026-01-28T00:00:00-05:00,2026-01-28T00:00:00-05:00,4.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,302363.3,PEN,Soles,,,,,,2026-01
ocds-dgv273-seacev3-1214602,ocds-dgv273-seacev3-1214602-2026-09-18T10:22:45.164822-05:00,compiled,2026-09-18T10:22:45.164809-05:00,ocds-dgv273-seacev3-1214602,2026-09-18T10:22:45.164828-05:00,tender,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,Fondos Públicos,1214602,RES-PROC-14-2026-JNE-1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE AREQUIPA EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,PE-CONSUCODE-10,JURADO NACIONAL DE ELECCIONES,2026-05-14T14:26:00-05:00,open,Regímen Especial,services,services,121000.0,PEN,Soles,121000.0,2026-01-19T00:00:00-05:00,2026-01-19T00:00:00-05:00,1.0,False,2026-01,añoInicioConvocatoria;mesInicioConvocatoria,121000.0,PEN,Soles,,,,,,2026-01
